lower_bound,upper_bound,correction
171.9865,	171.9946,	-9.2995
171.9947,	172.0232,	-40.7057
172.0233,	172.0391,	195.2817
172.0392,	172.0445,	-31.4131
172.0446,	172.0527,	13.9186
172.0528,	172.0752,	10.9980
172.0753,	172.0906,	16.7989
172.0907,	172.0952,	-15.1632
172.0953,	172.1209,	41.7608
172.121,	172.1315,	-52.9430
172.1316,	172.148,	-23.3218
172.1481,	172.1703,	26.0380
172.1704,	172.1727,	-39.0147
172.1728,	172.173,	-45.9846
172.1731,	172.1921,	83.5160
172.1922,	172.2149,	-55.8691
172.215,	172.2375,	-43.6824
172.2376,	172.2474,	3.9203
172.2475,	172.2845,	17.2480
172.2846,	172.2846,	-46.0195
172.2847,	172.3382,	73.4960
172.3383,	172.3756,	108.8463
172.3757,	172.4114,	-41.9992
172.4115,	172.4355,	3.8069
172.4356,	172.4586,	-52.4523
172.4587,	172.4673,	-40.8584
172.4674,	172.4865,	-31.0091
172.4866,	172.4917,	-48.4033
172.4918,	172.5096,	-16.5264
172.5097,	172.5151,	-21.7460
172.5152,	172.5351,	-30.4489
172.5352,	172.5432,	10.1173
172.5433,	172.6404,	110.2637
172.6405,	172.6569,	-28.1813
172.657,	172.6577,	-21.2314
172.6578,	172.6595,	98.6569
172.6596,	172.6619,	15.8333
172.662,	172.6641,	-2.7013
172.6642,	172.692,	-44.9888
172.6921,	172.7391,	-47.3194
172.7392,	172.7516,	-42.6923
172.7517,	172.7744,	-0.4482
172.7745,	172.7794,	-39.8076
172.7795,	172.7908,	0.6998
172.7909,	172.8203,	108.3088
172.8204,	172.822,	-27.0926
172.8221,	172.8221,	-29.9858
172.8222,	172.838,	-17.2636
172.8381,	172.8409,	-39.8290
172.841,	172.8777,	11.0612
172.8778,	172.883,	5.2735
172.8831,	172.9232,	-30.0267
172.9233,	172.9348,	-53.1615
172.9349,	172.9392,	-18.4685
172.9393,	172.9394,	-38.7068
172.9395,	172.9498,	-42.1797
172.9499,	172.9507,	-9.8009
172.9508,	172.9609,	-28.3075
172.961,	172.9619,	-37.5585
172.962,	172.9622,	42.2276
172.9623,	172.9873,	6.3662
172.9874,	172.9894,	36.4245
172.9895,	173.0108,	-46.2461
173.0109,	173.0346,	29.4538
173.0347,	173.0377,	65.2819
173.0378,	173.0527,	47.3540
173.0528,	173.0565,	-18.5237
173.0566,	173.0637,	-25.4610
173.0638,	173.0668,	-40.4854
173.0669,	173.0703,	-8.1298
173.0704,	173.0908,	-42.8046
173.0909,	173.1008,	-6.4129
173.1009,	173.1273,	-45.7047
173.1274,	173.137,	-44.5526
173.1371,	173.1412,	33.4171
173.1413,	173.1564,	28.7853
173.1565,	173.1901,	-35.3312
173.1902,	173.1977,	-33.6019
173.1978,	173.1996,	85.9127
173.1997,	173.2588,	-31.8938
173.2589,	173.3332,	86.3463
173.3333,	173.3438,	-18.0819
173.3439,	173.3446,	31.5299
173.3447,	173.3482,	-36.5439
173.3483,	173.3525,	33.2545
173.3526,	173.3759,	97.8361
173.376,	173.4141,	-18.1151
173.4142,	173.4186,	-45.7959
173.4187,	173.4366,	41.8386
173.4367,	173.4493,	55.0886
173.4494,	173.4674,	-52.1524
173.4675,	173.4703,	-46.3885
173.4704,	173.4755,	-41.2021
173.4756,	173.5206,	-27.3861
173.5207,	173.5226,	91.9059
173.5227,	173.5294,	-42.3729
173.5295,	173.5299,	-41.7968
173.53,	173.5556,	-53.3291
173.5557,	173.5824,	-25.6837
173.5825,	173.6013,	40.5520
173.6014,	173.6062,	-34.3341
173.6063,	173.6465,	-41.8358
173.6466,	173.7296,	-1.5712
173.7297,	173.7746,	-41.8787
173.7747,	173.7929,	-34.9801
173.793,	173.8234,	-41.3197
173.8235,	173.8271,	38.0683
173.8272,	173.9004,	-31.5700
173.9005,	173.9031,	-5.1196
173.9032,	173.9304,	80.5320
173.9305,	173.9513,	108.6791
173.9514,	173.9523,	-37.3391
173.9524,	173.9626,	-39.0674
173.9627,	174.0088,	-51.1519
174.0089,	174.0124,	-0.5818
174.0125,	174.0225,	-23.5731
174.0226,	174.0439,	7.4442
174.044,	174.0563,	-14.9700
174.0564,	174.077,	-33.3628
174.0771,	174.1832,	-62.6830
174.1833,	174.1891,	-25.3684
174.1892,	174.2171,	-30.5464
174.2172,	174.2762,	7.3009
174.2763,	174.303,	-44.9235
174.3031,	174.3296,	10.7098
174.3297,	174.3545,	-71.8963
174.3546,	174.3958,	-52.4071
174.3959,	174.4194,	89.1992
174.4195,	174.4456,	30.6998
174.4457,	174.4456,	-35.2234
174.4457,	174.4512,	4.9004
174.4513,	174.491,	-18.0474
174.4911,	174.516,	-50.7209
174.5161,	174.5654,	-46.1520
174.5655,	174.6438,	122.1665
174.6439,	174.6507,	10.5063
174.6508,	174.6816,	4.7620
174.6817,	174.7012,	9.9019
174.7013,	174.7056,	-25.5891
174.7057,	174.7288,	-38.7623
174.7289,	174.7765,	8.7103
174.7766,	174.7815,	-11.3178
174.7816,	174.8093,	63.6069
174.8094,	174.818,	-38.2215
174.8181,	174.8249,	-28.4999
174.825,	174.873,	-3.9303
174.8731,	174.8754,	-9.0781
174.8755,	174.9381,	-48.5532
174.9382,	174.9515,	74.9056
174.9516,	174.9675,	6.8770
174.9676,	174.9799,	48.0170
174.98,	175.0443,	4.5450
175.0444,	175.0611,	-0.0349
175.0612,	175.065,	-7.4630
175.0651,	175.0704,	-42.8801
175.0705,	175.1337,	-30.3389
175.1338,	175.2497,	25.5352
175.2498,	175.2562,	2.1362
175.2563,	175.2567,	-10.4171
175.2568,	175.3337,	-31.5591
175.3338,	175.3368,	-46.3889
175.3369,	175.409,	-39.5698
175.4091,	175.4128,	-51.5429
175.4129,	175.4279,	6.5965
175.428,	175.461,	-48.1366
175.4611,	175.4753,	-29.9047
175.4754,	175.4757,	189.4988
175.4758,	175.4916,	-51.5646
175.4917,	175.5229,	44.7104
175.523,	175.5757,	4.2285
175.5758,	175.6261,	-47.6160
175.6262,	175.6468,	-41.9289
175.6469,	175.6954,	-50.4825
175.6955,	175.7121,	-44.7961
175.7122,	175.7185,	-29.4326
175.7186,	175.7381,	-31.7166
175.7382,	175.7836,	35.3937
175.7837,	175.8145,	-36.8653
175.8146,	175.826,	-45.4006
175.8261,	175.948,	42.6557
175.9481,	175.9568,	-42.0312
175.9569,	176.036,	-34.1044
176.0361,	176.0407,	-38.6505
176.0408,	176.0437,	72.6844
176.0438,	176.0479,	-38.6531
176.048,	176.0487,	11.9009
176.0488,	176.1858,	20.3275
176.1859,	176.1949,	-43.8122
176.195,	176.2076,	-18.2782
176.2077,	176.2089,	25.9868
176.209,	176.2592,	-1.8491
176.2593,	176.2975,	12.3101
176.2976,	176.3394,	40.6379
176.3395,	176.3612,	-9.8441
176.3613,	176.4143,	135.2417
176.4144,	176.4371,	-18.9513
176.4372,	176.4722,	-31.4340
176.4723,	176.5535,	-2.0127
176.5536,	176.5599,	-49.0258
176.56,	176.5701,	-12.2162
176.5702,	176.7129,	74.8599
176.713,	176.794,	-7.8023
176.7941,	176.8901,	-32.1613
176.8902,	176.9124,	72.9670
176.9125,	176.9186,	-44.6073
176.9187,	177.0428,	-17.5340
177.0429,	177.0625,	-11.8955
177.0626,	177.1345,	17.9895
177.1346,	177.2382,	-31.7303
177.2383,	177.3269,	-8.0794
177.327,	177.4284,	-54.9114
177.4285,	177.5478,	2.5076
177.5479,	177.6027,	24.9981
177.6028,	177.6845,	-2.6364
177.6846,	177.7965,	-65.1287
177.7966,	177.8976,	-15.1197
177.8977,	177.9497,	109.0479
177.9498,	178.2803,	-43.9085
178.2804,	178.3316,	51.4033
178.3317,	178.4307,	-24.3404
178.4308,	178.849,	-49.6782
178.8491,	186.1021,	-48.4154
186.1022,	190.0423,	-44.2229
190.0424,	208.5113,	-24.7043
208.5114,	299.9999,	82.5540
