lower_bound,upper_bound,correction
47.7965,	47.8351,	98.5989
47.8352,	47.8761,	127.6711
47.8762,	47.9097,	148.3842
47.9098,	47.9599,	225.2720
47.96,	47.9714,	133.4727
47.9715,	47.978,	331.4481
47.9781,	48.0395,	143.5497
48.0396,	48.0418,	416.2172
48.0419,	48.0607,	255.8002
48.0608,	48.0979,	731.6364
48.098,	48.1379,	93.1948
48.138,	48.1815,	412.6449
48.1816,	48.1824,	393.9565
48.1825,	48.2163,	466.1982
48.2164,	48.2414,	167.4050
48.2415,	48.2432,	161.1768
48.2433,	48.2494,	142.4903
48.2495,	48.2606,	254.3266
48.2607,	48.2826,	123.6832
48.2827,	48.3001,	123.6020
48.3002,	48.305,	374.2326
48.3051,	48.3177,	744.4117
48.3178,	48.3394,	501.9928
48.3395,	48.3739,	91.2542
48.374,	48.3739,	91.2542
48.374,	48.4066,	824.4502
48.4067,	48.433,	112.6649
48.4331,	48.4595,	103.2381
48.4596,	48.5088,	363.8331
48.5089,	48.523,	91.6616
48.5231,	48.5303,	123.4936
48.5304,	48.5457,	190.4477
48.5458,	48.5551,	215.1060
48.5552,	48.5644,	116.2078
48.5645,	48.5664,	317.9845
48.5665,	48.587,	97.6090
48.5871,	48.6254,	169.4067
48.6255,	48.6299,	432.5936
48.63,	48.6404,	90.3532
48.6405,	48.6404,	90.3532
48.6405,	48.6754,	202.0004
48.6755,	48.6873,	181.3875
48.6874,	48.6901,	134.1339
48.6902,	48.6968,	95.1854
48.6969,	48.6968,	95.1854
48.6969,	48.7027,	121.7537
48.7028,	48.7029,	154.6051
48.703,	48.7122,	179.1907
48.7123,	48.7327,	180.2991
48.7328,	48.7791,	95.1112
48.7792,	48.7854,	326.3574
48.7855,	48.8006,	623.8029
48.8007,	48.8144,	96.6632
48.8145,	48.8216,	90.4895
48.8217,	48.8246,	448.9031
48.8247,	48.8285,	100.7023
48.8286,	48.8796,	118.9051
48.8797,	48.8835,	311.1817
48.8836,	48.8931,	294.7386
48.8932,	48.8978,	701.6727
48.8979,	48.9039,	87.4946
48.904,	48.9039,	87.4946
48.904,	48.9057,	108.5646
48.9058,	48.9308,	255.6043
48.9309,	48.9343,	145.2268
48.9344,	48.9466,	480.2237
48.9467,	48.9692,	245.1147
48.9693,	48.9785,	96.0046
48.9786,	48.989,	79.6321
48.9891,	49.0279,	175.3536
49.028,	49.0448,	85.8112
49.0449,	49.0448,	85.8112
49.0449,	49.0522,	140.5603
49.0523,	49.0826,	99.6633
49.0827,	49.1014,	144.3922
49.1015,	49.1115,	99.5459
49.1116,	49.1156,	84.3564
49.1157,	49.1277,	602.2511
49.1278,	49.1316,	486.1811
49.1317,	49.1359,	111.6577
49.136,	49.1415,	154.3988
49.1416,	49.1467,	245.2012
49.1468,	49.1534,	28.1702
49.1535,	49.1549,	135.9886
49.155,	49.159,	178.6873
49.1591,	49.1937,	251.6713
49.1938,	49.197,	265.8761
49.1971,	49.2157,	135.6973
49.2158,	49.2165,	160.8556
49.2166,	49.2291,	253.4492
49.2292,	49.2388,	450.3789
49.2389,	49.2799,	121.1854
49.28,	49.2889,	103.9192
49.289,	49.295,	88.6603
49.2951,	49.3061,	273.1790
49.3062,	49.3235,	185.8681
49.3236,	49.3242,	329.8090
49.3243,	49.3315,	183.7944
49.3316,	49.3566,	102.6073
49.3567,	49.3812,	418.4160
49.3813,	49.3933,	278.5937
49.3934,	49.4375,	352.4063
49.4376,	49.4544,	88.0519
49.4545,	49.4642,	201.2277
49.4643,	49.4727,	174.8991
49.4728,	49.4735,	108.1922
49.4736,	49.4762,	176.7591
49.4763,	49.4864,	242.2128
49.4865,	49.501,	69.6935
49.5011,	49.5038,	70.1323
49.5039,	49.5059,	95.9364
49.506,	49.5211,	69.2440
49.5212,	49.5211,	69.2440
49.5212,	49.5269,	321.9926
49.527,	49.5282,	245.2576
49.5283,	49.5434,	120.0093
49.5435,	49.5445,	184.5926
49.5446,	49.554,	327.3514
49.5541,	49.5705,	117.8716
49.5706,	49.5933,	289.1651
49.5934,	49.6252,	41.0575
49.6253,	49.6323,	210.2817
49.6324,	49.6382,	65.1953
49.6383,	49.6572,	179.9192
49.6573,	49.6596,	198.0292
49.6597,	49.6683,	153.6829
49.6684,	49.6864,	91.1990
49.6865,	49.6989,	449.3078
49.699,	49.707,	80.8155
49.7071,	49.7201,	121.2384
49.7202,	49.7259,	143.3339
49.726,	49.7874,	159.1017
49.7875,	49.807,	422.0155
49.8071,	49.8465,	116.6654
49.8466,	49.8616,	173.2140
49.8617,	49.8664,	61.9167
49.8665,	49.8679,	365.2292
49.868,	49.8859,	234.3647
49.886,	49.8918,	55.0077
49.8919,	49.9086,	286.7072
49.9087,	49.9641,	190.2082
49.9642,	49.9769,	286.3387
49.977,	49.9885,	77.9398
49.9886,	49.9885,	77.9398
49.9886,	49.9914,	96.0338
49.9915,	50.0051,	221.8365
50.0052,	50.0362,	140.3725
50.0363,	50.0414,	181.7667
50.0415,	50.0452,	269.6655
50.0453,	50.0604,	427.3628
50.0605,	50.0848,	219.4579
50.0849,	50.0932,	282.8835
50.0933,	50.0942,	64.7882
50.0943,	50.1145,	57.7708
50.1146,	50.1324,	101.4666
50.1325,	50.1411,	480.3626
50.1412,	50.1578,	91.3959
50.1579,	50.1966,	41.4439
50.1967,	50.2362,	562.8684
50.2363,	50.2401,	196.5761
50.2402,	50.2682,	65.6762
50.2683,	50.269,	369.4742
50.2691,	50.2977,	90.8637
50.2978,	50.3374,	152.2973
50.3375,	50.3496,	96.6252
50.3497,	50.3523,	396.9253
50.3524,	50.3584,	219.7085
50.3585,	50.363,	219.6791
50.3631,	50.3697,	126.3265
50.3698,	50.371,	132.4001
50.3711,	50.3774,	278.4865
50.3775,	50.3879,	114.3372
50.388,	50.4094,	90.4407
50.4095,	50.4611,	108.0812
50.4612,	50.4788,	76.3117
50.4789,	50.4812,	132.3347
50.4813,	50.4891,	40.6245
50.4892,	50.5072,	148.4447
50.5073,	50.5314,	91.9597
50.5315,	50.5511,	119.5798
50.5512,	50.5543,	273.2179
50.5544,	50.5777,	87.8299
50.5778,	50.588,	105.5824
50.5881,	50.6292,	73.8128
50.6293,	50.6379,	64.0949
50.638,	50.6873,	205.7967
50.6874,	50.6977,	93.3025
50.6978,	50.7111,	807.0998
50.7112,	50.7207,	103.0730
50.7208,	50.727,	95.1623
50.7271,	50.7489,	307.8908
50.749,	50.785,	256.4047
50.7851,	50.7966,	51.5348
50.7967,	50.8012,	55.5081
50.8013,	50.8103,	311.3338
50.8104,	50.8298,	157.7229
50.8299,	50.8329,	342.6271
50.833,	50.8552,	426.9860
50.8553,	50.8639,	74.9768
50.864,	50.8784,	702.1714
50.8785,	50.9406,	377.0260
50.9407,	50.9946,	113.0402
50.9947,	51.0293,	110.1529
51.0294,	51.0324,	97.9136
51.0325,	51.0585,	93.8953
51.0586,	51.0704,	134.9696
51.0705,	51.0768,	85.9943
51.0769,	51.0833,	269.9838
51.0834,	51.0873,	103.5731
51.0874,	51.0995,	109.3954
51.0996,	51.1075,	95.6660
51.1076,	51.1089,	91.7474
51.109,	51.1168,	97.5869
51.1169,	51.1404,	175.7118
51.1405,	51.143,	132.6807
51.1431,	51.1486,	109.1944
51.1487,	51.1655,	109.1252
51.1656,	51.1833,	234.0936
51.1834,	51.1952,	93.3777
51.1953,	51.2013,	114.9263
51.2014,	51.2021,	347.2469
51.2022,	51.2126,	99.1696
51.2127,	51.2206,	145.9946
51.2207,	51.2272,	40.5504
51.2273,	51.2349,	91.2758
51.235,	51.2355,	128.3573
51.2356,	51.253,	95.1105
51.2531,	51.2667,	81.4041
51.2668,	51.2869,	89.1322
51.287,	51.2986,	96.8866
51.2987,	51.3003,	163.1561
51.3004,	51.3141,	85.1345
51.3142,	51.3146,	797.0122
51.3147,	51.3233,	94.8433
51.3234,	51.3447,	174.6148
51.3448,	51.3692,	411.9795
51.3693,	51.3729,	184.1966
51.373,	51.3751,	191.9703
51.3752,	51.3797,	213.3536
51.3798,	51.3939,	73.1722
51.394,	51.3961,	203.5251
51.3962,	51.4012,	131.5119
51.4013,	51.4089,	96.4639
51.409,	51.4137,	90.6107
51.4138,	51.446,	255.7131
51.4461,	51.446,	525.8990
51.4461,	51.4557,	175.9656
51.4558,	51.4591,	65.1797
51.4592,	51.4797,	103.9639
51.4798,	51.4841,	434.1457
51.4842,	51.4955,	105.3123
51.4956,	51.5049,	492.1762
51.505,	51.52,	127.0965
51.5201,	51.5464,	150.2601
51.5465,	51.5657,	109.4839
51.5658,	51.5912,	409.7766
51.5913,	51.607,	153.8417
51.6071,	51.6093,	99.5765
51.6094,	51.6125,	419.2540
51.6126,	51.7187,	315.7107
51.7188,	51.7728,	103.6609
51.7729,	52.2195,	319.3832
52.2196,	52.4686,	111.5550
52.4687,	52.7268,	484.1437
52.7269,	52.9766,	309.2539
52.9767,	53.2711,	236.0172
53.2712,	54.0371,	349.6912
