lower_bound,upper_bound,correction
163.516100,163.522500,41.265000
163.522600,163.524000,-33.954700
163.524100,163.527800,-28.452500
163.527900,163.536400,-48.635300
163.536500,163.536800,-35.182800
163.536900,163.540300,-36.407100
163.540400,163.543700,60.201800
163.543800,163.554200,-6.453000
163.554300,163.562800,-21.131200
163.562900,163.573400,24.103300
163.573500,163.577000,-41.312000
163.577100,163.583700,-37.646600
163.583800,163.585800,-14.418000
163.585900,163.592000,37.537300
163.592100,163.592500,-34.593600
163.592600,163.603000,-42.543900
163.603100,163.613600,19.183200
163.613700,163.617700,-40.104300
163.617800,163.621200,-37.660900
163.621300,163.624800,-24.216900
163.624900,163.627400,-37.052100
163.627500,163.627800,41.174100
163.627900,163.667900,24.031700
163.668000,163.676300,-15.076300
163.676400,163.680600,-41.349200
163.680700,163.681600,63.121600
163.681700,163.690000,-36.465300
163.690100,163.694000,-33.412400
163.694100,163.698100,-6.535300
163.698200,163.705800,-39.525700
163.705900,163.712100,-37.695500
163.712200,163.714700,-6.544800
163.714800,163.733200,4.438200
163.733300,163.735400,-1.670600
163.735500,163.741300,-39.538800
163.741400,163.749100,58.168800
163.749200,163.759600,-41.377500
163.759700,163.761600,-40.156900
163.761700,163.761800,-23.059000
163.761900,163.766600,-44.433100
163.766700,163.769900,-38.938700
163.770000,163.783100,-40.775300
163.783200,163.790400,-14.524900
163.790500,163.811900,33.690000
163.812000,163.813000,34.910000
163.813100,163.827000,-17.596000
163.827100,163.857100,-7.846500
163.857200,163.892000,-53.017800
163.892100,163.898300,29.348500
163.898400,163.908500,39.712100
163.908600,163.912500,-41.432100
163.912600,163.915700,26.894500
163.915800,163.915800,-1.168800
163.915900,163.916400,-49.974500
163.916500,163.919500,-45.705100
163.919600,163.930200,45.183800
163.930300,163.945800,-17.655700
163.945900,163.950500,-33.516500
163.950600,163.969100,-48.161000
163.969200,163.988800,-27.434100
163.988900,164.011300,-46.954900
164.011400,164.012500,-3.056200
164.012600,164.013000,-57.320500
164.013100,164.034800,23.754200
164.034900,164.037700,-36.599900
164.037800,164.048300,-7.954000
164.048400,164.063600,-42.095600
164.063700,164.070000,42.622100
164.070100,164.095900,-27.481400
164.096000,164.097500,12.128500
164.097600,164.102000,-43.937300
164.102100,164.102300,-32.968700
164.102400,164.103400,-39.062800
164.103500,164.106700,90.120200
164.106800,164.124600,-46.991500
164.124700,164.137700,15.756500
164.137800,164.152500,55.343400
